from,to,rank
199847,199120,1
199847,221999,2
199847,198419,3
199847,152080,4
199847,233374,5
199847,234076,6
199847,190415,7
199847,198516,8
199847,135726,9
199847,139658,10
199865,198613,1
199865,198516,2
199865,139658,3
199865,139959,4
200004,198464,1
200004,197869,2
200004,199218,3
200004,199148,4
200004,199102,5
200004,199120,6
200004,199281,7
200004,199139,8
200004,198695,9
200004,199111,10
200253,173920,1
200253,226833,2
200253,228769,3
200253,174066,4
200253,174233,5
200332,174066,1
200332,134130,2
200332,204857,3
200332,200800,4
200332,132903,5
200332,142276,6
200332,110529,7
200332,171100,8
200332,170976,9
200332,161253,10
200800,203517,1
200800,204796,2
200800,204857,3
200800,206695,4
200800,202134,5
200800,201441,6
200800,204024,7
200800,206084,8
200800,202480,9
200800,203775,10
201104,203517,1
201104,201195,2
201104,201441,3
201104,201645,4
201104,202134,5
201104,201654,6
201104,204185,7
201104,169798,8
201104,202763,9
201104,203128,10
201195,202134,1
201195,201441,2
201195,203517,3
201195,201104,4
201195,201645,5
201195,204796,6
201195,203128,7
201195,203368,8
201195,204909,9
201195,202480,10
201441,203517,1
201441,204796,2
201441,204857,3
201441,202134,4
201441,200800,5
201441,171100,6
201441,204024,7
201441,201195,8
201441,206084,9
201441,206695,10
201548,203517,1
201548,201441,2
201548,204024,3
201548,201654,4
201548,201371,5
201548,204635,6
201548,204796,7
201548,202134,8
201548,200800,9
201548,206695,10
201645,202134,1
201645,203517,2
201645,204796,3
201645,201195,4
201645,164988,5
201645,211440,6
201645,190415,7
201645,201441,8
201645,201104,9
201645,193900,10
201885,204796,1
201885,204857,2
201885,203517,3
201885,204024,4
201885,171100,5
201885,202480,6
201885,164988,7
201885,202134,8
201885,201441,9
201885,206622,10
202134,203517,1
202134,204796,2
202134,201441,3
202134,200800,4
202134,201195,5
202134,204857,6
202134,201645,7
202134,204024,8
202134,206084,9
202134,171100,10
202480,203517,1
202480,206622,2
202480,204796,3
202480,204024,4
202480,200800,5
202480,203368,6
202480,201441,7
202480,201885,8
202480,204857,9
202480,152080,10
203368,202480,1
203368,202134,2
203368,201195,3
203368,203517,4
203368,200800,5
203368,204796,6
203368,206084,7
203368,212106,8
203368,201645,9
203368,201885,10
203517,204796,1
203517,200800,2
203517,204857,3
203517,202134,4
203517,201441,5
203517,206695,6
203517,206084,7
203517,204024,8
203517,202480,9
203517,201195,10
204264,204024,1
204264,202134,2
204264,202523,3
204264,170082,4
204264,213020,5
204264,171456,6
204264,209542,7
204264,196413,8
204264,198419,9
204264,110592,10
204501,221999,1
204501,190415,2
204501,217156,3
204501,190150,4
204501,170976,5
204501,144050,6
204501,206589,7
204501,211440,8
204501,166027,9
204501,182670,10
204635,201441,1
204635,204796,2
204635,203517,3
204635,201195,4
204635,204185,5
204635,202480,6
204635,204857,7
204635,201548,8
204635,202763,9
204635,202134,10
204796,203517,1
204796,204857,2
204796,202134,3
204796,204024,4
204796,201441,5
204796,134130,6
204796,201885,7
204796,200800,8
204796,214777,9
204796,170976,10
204857,203517,1
204857,204796,2
204857,201441,3
204857,200800,4
204857,204024,5
204857,202134,6
204857,201885,7
204857,130794,8
204857,171100,9
204857,214777,10
205957,206622,1
205957,206589,2
205957,204200,3
205957,151102,4
205957,157447,5
206084,203517,1
206084,204796,2
206084,201441,3
206084,202134,4
206084,200800,5
206084,201885,6
206084,206695,7
206084,204857,8
206084,203368,9
206084,170976,10
206525,204909,1
206525,202523,2
206525,201645,3
206525,203517,4
206525,203128,5
206525,201195,6
206525,212160,7
206525,204024,8
206525,150136,9
206525,202763,10
206604,204796,1
206604,203517,2
206604,204857,3
206604,202480,4
206604,201441,5
206604,204024,6
206604,243780,7
206604,201885,8
206604,206695,9
206604,221999,10
206695,203517,1
206695,200800,2
206695,204796,3
206695,201441,4
206695,206084,5
206695,203492,6
206695,204185,7
206695,204857,8
206695,202134,9
206695,214777,10
206914,223232,1
206941,207458,1
206941,207388,2
206941,207500,3
207209,228769,1
207263,207500,1
207388,228723,1
207388,207500,2
207388,229115,3
207388,223232,4
207388,228778,5
207388,106397,6
207388,228875,7
207388,155399,8
207388,126818,9
207388,228529,10
207458,206941,1
207458,207500,2
207500,228723,1
207500,207388,2
207500,228778,3
207500,229115,4
207500,171100,5
207500,155399,6
207500,155317,7
207500,214777,8
207500,223232,9
207500,110662,10
207971,228778,1
207971,178615,2
207971,178411,3
207971,155317,4
207971,102614,5
207971,214777,6
207971,187967,7
207971,203845,8
207971,159391,9
207971,126775,10
208822,209065,1
208822,209825,2
208822,209612,3
208822,236133,4
208822,210401,5
208822,209922,6
208822,209542,7
208822,236577,8
208822,236595,9
208822,236230,10
209056,209922,1
209056,209542,2
209056,210429,3
209056,208646,4
209056,209612,5
209056,209551,6
209056,197133,7
209056,166683,8
209056,210401,9
209056,236948,10
209065,208822,1
209065,209825,2
209065,209612,3
209065,209542,4
209506,142328,1
209506,209542,2
209506,236939,3
209506,235097,4
209506,234827,5
209506,142285,6
209506,142276,7
209506,142115,8
209506,208646,9
209506,126562,10
209542,209551,1
209542,236948,2
209542,209807,3
209542,236939,4
209542,126818,5
209542,142115,6
209542,110635,7
209542,210429,8
209542,142285,9
209542,209825,10
209551,209542,1
209551,209807,2
209551,236948,3
209551,210429,4
209551,237011,5
209551,209825,6
209551,223232,7
209551,243744,8
209551,134097,9
209551,240444,10
209612,209551,1
209612,209542,2
209612,210401,3
209612,236577,4
209612,209922,5
209612,209807,6
209612,236948,7
209612,209825,8
209612,236595,9
209612,208822,10
209807,209542,1
209807,209551,2
209807,236948,3
209807,209825,4
209807,210429,5
209807,235097,6
209807,122597,7
209807,236939,8
209807,210146,9
209807,228723,10
209825,209542,1
209825,209807,2
209825,209551,3
209825,236595,4
209825,236948,5
209825,235316,6
209825,210429,7
209825,209612,8
209825,162928,9
209825,236133,10
209922,110635,1
209922,193900,2
209922,209056,3
209922,210401,4
209922,164465,5
209922,197133,6
209922,166683,7
209922,217156,8
209922,243744,9
209922,209612,10
210401,209612,1
210401,209922,2
210401,209807,3
210401,236328,4
210401,236230,5
210401,236577,6
210401,236948,7
210401,209551,8
210401,209542,9
210401,208646,10
211158,213349,1
211158,213020,2
211158,214777,3
211158,212054,4
211158,212115,5
211158,213613,6
211158,211644,7
211158,165024,8
211158,216339,9
211158,210775,10
211273,168342,1
211273,164465,2
211273,217156,3
211273,243744,4
211273,204501,5
211273,182670,6
211273,221999,7
211273,197133,8
211273,193900,9
211273,144050,10
211291,213543,1
211291,167358,2
211291,214777,3
211291,216597,4
211291,213385,5
211291,190415,6
211291,217156,7
211291,234076,8
211291,198419,9
211291,186131,10
211431,212106,1
211440,190415,1
211440,190150,2
211440,193900,3
211440,217156,4
211440,215062,5
211440,130794,6
211440,164988,7
211440,166683,8
211440,186131,9
211440,110635,10
211556,210669,1
211556,212160,2
212054,214777,1
212054,216339,2
212054,164988,3
212054,215062,4
212054,193900,5
212054,213349,6
212054,211158,7
212054,190150,8
212054,162928,9
212054,216597,10
212106,215293,1
212106,214777,2
212106,203368,3
212106,212160,4
212106,216764,5
212106,216339,6
212106,212054,7
212106,191968,8
212106,215655,9
212106,213358,10
212601,211644,1
212601,216038,2
212601,212160,3
212601,214777,4
212601,212106,5
212601,215293,6
212656,201441,1
213349,211158,1
213349,214777,2
213349,216339,3
213349,212054,4
213349,213613,5
213349,213020,6
213349,212115,7
213349,193900,8
213349,215062,9
213349,211361,10
213367,167358,1
213367,214777,2
213367,134130,3
213367,212054,4
213367,110635,5
213367,164988,6
213367,166638,7
213367,130794,8
213367,166629,9
213367,163286,10
213543,214777,1
213543,215062,2
213543,211291,3
213543,190415,4
213543,194824,5
213543,130794,6
213543,190150,7
213543,163286,8
213543,193900,9
213543,234076,10
213613,211644,1
213613,213020,2
213613,211158,3
213613,216038,4
213613,213349,5
213613,212160,6
213613,216010,7
213613,212115,8
213613,216339,9
213613,216764,10
213987,164988,1
213987,212054,2
213987,166027,3
213987,164739,4
213987,166638,5
213987,130794,6
213987,196413,7
213987,217156,8
213987,215293,9
214777,215062,1
214777,212054,2
214777,164988,3
214777,190415,4
214777,213543,5
214777,215293,6
214777,204796,7
214777,163286,8
214777,234076,9
214777,196413,10
215062,190150,1
215062,190415,2
215062,130794,3
215062,166027,4
215062,193900,5
215062,243744,6
215062,217156,7
215062,186131,8
215062,110635,9
215062,214777,10
215105,192110,1
215105,193900,2
215105,216339,3
215105,193654,4
215105,243744,5
215105,212054,6
215105,140951,7
215105,204857,8
215105,215062,9
215105,136330,10
215293,214777,1
215293,193900,2
215293,196413,3
215293,204796,4
215293,216339,5
215293,163286,6
215293,164988,7
215293,215062,8
215293,212106,9
215293,130943,10
215442,214777,1
215442,215293,2
215442,211440,3
215442,212106,4
215442,211361,5
215442,213020,6
215442,212160,7
215442,201195,8
215798,214777,1
215929,130943,1
215929,196413,2
215929,166629,3
215929,191968,4
215929,213385,5
215929,164988,6
215929,129242,7
215929,130226,8
215929,163046,9
215929,196866,10
215947,190549,1
216038,213020,1
216038,211644,2
216038,216764,3
216038,212160,4
216038,213613,5
216038,211158,6
216038,216010,7
216038,213349,8
216038,216339,9
216038,214777,10
216339,212054,1
216339,193900,2
216339,214777,3
216339,213349,4
216339,186380,5
216339,164988,6
216339,216597,7
216339,215293,8
216339,213543,9
216339,134097,10
216597,214777,1
216597,186380,2
216597,211291,3
216597,216339,4
216597,212054,5
216597,130943,6
216597,234076,7
216597,213543,8
216597,190415,9
216597,131496,10
216931,214777,1
216931,216852,2
216931,213543,3
216931,214157,4
216931,212577,5
217156,190415,1
217156,243744,2
217156,166027,3
217156,130794,4
217156,190150,5
217156,186131,6
217156,164988,7
217156,215062,8
217156,182670,9
217156,110635,10
217402,217156,1
217402,164988,2
217402,163046,3
217402,217518,4
217402,167358,5
217402,217420,6
217402,196413,7
217402,167987,8
217402,129242,9
217402,233374,10
217420,217484,1
217420,167729,2
217420,217402,3
217420,165024,4
217420,130794,5
217420,128771,6
217420,217536,7
217420,183071,8
217420,217518,9
217420,183080,10
217484,217518,1
217484,166629,2
217484,167358,3
217484,164988,4
217484,129020,5
217484,183044,6
217484,141574,7
217484,161253,8
217484,167729,9
217484,165024,10
217493,140951,1
217493,194578,2
217493,136774,3
217493,197151,4
217493,163295,5
217493,193654,6
217493,111081,7
217493,143048,8
217493,191126,9
217493,109651,10
217819,218663,1
217819,217882,2
217819,198464,3
217819,218724,4
217819,198516,5
217819,199139,6
217819,232423,7
217819,199218,8
217819,133669,9
217819,135726,10
217864,234085,1
217864,197036,2
217864,164155,3
217864,218168,4
217864,135726,5
217864,217819,6
217882,218663,1
217882,199193,2
217882,199120,3
217882,100858,4
217882,139959,5
217882,197869,6
217882,139755,7
217882,134130,8
217882,134097,9
217882,199139,10
217934,218238,1
217934,218414,2
217934,218070,3
217934,218742,4
217934,217907,5
217934,217688,6
217934,217961,7
218061,217819,1
218061,217882,2
218061,218724,3
218061,218663,4
218061,218742,5
218061,217721,6
218061,197869,7
218061,198136,8
218061,217688,9
218061,198215,10
218070,199847,1
218070,217882,2
218070,217819,3
218070,218733,4
218070,218229,5
218070,134097,6
218070,190415,7
218070,133951,8
218070,218742,9
218070,218663,10
218663,217882,1
218663,217819,2
218663,199120,3
218663,199139,4
218663,134097,5
218663,139959,6
218663,198516,7
218663,100751,8
218663,164988,9
218663,218724,10
219082,166948,1
219082,174020,2
219082,134811,3
219082,222831,4
219347,240444,1
219347,187967,2
219356,219471,1
219356,173920,2
219356,126818,3
219356,156295,4
219356,219198,5
219356,153658,6
219356,174066,7
219471,219356,1
219471,141574,2
219471,219046,3
219471,199218,4
219471,175342,5
219471,219198,6
219602,220075,1
219602,219709,2
219602,220978,3
219709,219976,1
219709,221999,2
219709,220978,3
219709,221759,4
219709,220075,5
219709,219602,6
219709,222178,7
219709,221838,8
219709,134097,9
219709,198613,10
219806,222178,1
219806,221759,2
219806,220978,3
219806,220075,4
219976,219709,1
219976,198516,2
219976,221999,3
219976,237011,4
219976,209825,5
219976,228246,6
219976,228875,7
219976,221838,8
219976,223232,9
219976,220978,10
220181,193900,1
220181,134097,2
220181,175342,3
220181,175856,4
220181,139658,5
220181,100724,6
220181,139144,7
220181,221838,8
220181,157058,9
220181,131496,10
220862,221759,1
220862,176080,2
220862,176372,3
220862,135726,4
220862,221838,5
220862,133951,6
220862,176017,7
220862,155399,8
220862,134097,9
220862,139940,10
220978,221759,1
220978,220075,2
220978,218663,3
220978,221999,4
220978,221740,5
220978,100751,6
220978,198464,7
220978,100858,8
220978,219709,9
220978,220862,10
221351,221999,1
221351,163976,2
221351,227757,3
221519,126818,1
221519,231624,2
221519,139658,3
221519,212911,4
221519,217819,5
221519,227757,6
221519,239017,7
221519,166027,8
221519,186131,9
221519,198419,10
221740,221759,1
221740,220978,2
221740,157085,3
221740,134097,4
221740,220075,5
221740,176372,6
221740,198464,7
221740,176017,8
221740,139940,9
221740,139658,10
221759,220978,1
221759,220075,2
221759,221999,3
221759,134130,4
221759,220862,5
221759,199120,6
221759,176080,7
221759,221740,8
221759,139959,9
221759,204796,10
221768,220978,1
221768,176080,2
221768,156620,3
221838,139940,1
221838,221759,2
221838,220862,3
221838,133650,4
221838,104151,5
221838,219949,6
221838,176080,7
221838,220978,8
221838,131520,9
221838,100724,10
221847,220075,1
221847,221759,2
221847,139940,3
221847,207388,4
221847,176372,5
221847,176017,6
221847,176080,7
221847,228723,8
221847,228705,9
221847,217484,10
221999,217156,1
221999,243744,2
221999,199120,3
221999,131496,4
221999,190415,5
221999,215062,6
221999,198419,7
221999,166027,8
221999,130794,9
221999,186131,10
222831,228723,1
222831,227216,2
222831,229115,3
222831,226833,4
222831,228529,5
222831,223232,6
222831,228769,7
222831,228459,8
222831,222178,9
222831,227881,10
222983,223232,1
222983,228723,2
222983,227216,3
222983,224226,4
222983,228787,5
222983,228778,6
222983,222178,7
222983,229267,8
222983,229115,9
222983,228769,10
223232,228723,1
223232,228778,2
223232,228875,3
223232,229115,4
223232,228769,5
223232,227216,6
223232,228787,7
223232,228459,8
223232,227757,9
223232,222178,10
224147,228723,1
224147,229115,2
224147,228769,3
224147,228459,4
224147,228431,5
224147,223232,6
224147,226833,7
224147,227216,8
224147,229027,9
224147,228778,10
224226,228769,1
224226,228787,2
224226,229179,3
224226,223232,4
224226,227216,5
224226,224527,6
224226,226231,7
224226,222178,8
224226,228431,9
224226,228246,10
224323,228787,1
224323,227216,2
224323,229115,3
224323,229179,4
224323,228769,5
224323,223232,6
224323,228723,7
224323,228778,8
224323,228875,9
224323,224554,10
225511,228778,1
225511,228459,2
225511,227216,3
225511,228723,4
225511,227881,5
225511,229027,6
225511,223232,7
225511,229115,8
225511,228769,9
225511,226833,10
226091,226833,1
226091,228431,2
226091,227881,3
226091,227216,4
226091,228459,5
226091,228529,6
226091,228723,7
226091,225511,8
226091,224147,9
226091,223232,10
226152,228529,1
226152,227881,2
226152,227331,3
226152,222831,4
226152,228459,5
226152,227216,6
226231,228787,1
226231,224226,2
226231,223232,3
226231,228246,4
226231,228723,5
226231,110404,6
226231,225548,7
226231,225399,8
226833,228529,1
226833,228459,2
226833,227216,3
226833,226091,4
226833,229115,5
226833,228723,6
226833,225511,7
226833,228431,8
226833,228769,9
226833,223232,10
227216,228787,1
227216,228769,2
227216,229179,3
227216,228778,4
227216,229115,5
227216,228723,6
227216,223232,7
227216,228459,8
227216,228875,9
227216,228529,10
227368,225511,1
227368,228459,2
227368,228723,3
227368,228778,4
227368,226091,5
227368,224147,6
227368,227216,7
227368,229027,8
227368,229115,9
227368,229179,10
227526,228529,1
227526,227881,2
227526,227216,3
227526,228431,4
227526,229063,5
227526,223232,6
227526,226833,7
227526,224554,8
227526,228778,9
227526,228723,10
227757,223232,1
227757,228723,2
227757,228778,3
227757,130794,4
227757,190415,5
227757,190150,6
227757,198419,7
227757,166027,8
227757,215062,9
227757,243744,10
227881,228431,1
227881,228459,2
227881,228529,3
227881,227216,4
227881,223232,5
227881,225511,6
227881,229115,7
227881,228723,8
227881,229027,9
227881,228787,10
228246,228875,1
228246,227216,2
228246,223232,3
228246,228723,4
228246,228787,5
228246,228769,6
228246,228778,7
228246,229115,8
228246,229267,9
228246,152080,10
228431,227881,1
228431,228459,2
228431,229115,3
228431,227216,4
228431,223232,5
228431,228529,6
228431,228723,7
228431,228769,8
228431,226833,9
228431,229179,10
228459,228723,1
228459,229115,2
228459,228778,3
228459,227216,4
228459,228431,5
228459,227881,6
228459,228769,7
228459,229179,8
228459,228875,9
228459,223232,10
228529,228723,1
228529,227216,2
228529,229115,3
228529,228769,4
228529,228431,5
228529,228459,6
228529,227881,7
228529,226833,8
228529,228778,9
228529,229179,10
228723,228778,1
228723,223232,2
228723,229115,3
228723,228459,4
228723,227216,5
228723,228769,6
228723,228787,7
228723,228875,8
228723,228529,9
228723,229179,10
228769,227216,1
228769,228787,2
228769,229179,3
228769,228778,4
228769,228723,5
228769,229115,6
228769,223232,7
228769,228875,8
228769,228459,9
228769,229027,10
228778,228723,1
228778,223232,2
228778,229115,3
228778,227216,4
228778,228769,5
228778,228459,6
228778,228875,7
228778,229027,8
228778,228787,9
228778,225511,10
228787,227216,1
228787,228769,2
228787,228723,3
228787,229179,4
228787,228778,5
228787,223232,6
228787,229115,7
228787,224323,8
228787,229027,9
228787,228459,10
228796,225511,1
228796,229027,2
228796,228778,3
228796,228769,4
228796,229115,5
228796,228723,6
228796,228787,7
228796,226833,8
228796,207388,9
228796,188030,10
228875,223232,1
228875,228723,2
228875,228778,3
228875,227216,4
228875,228769,5
228875,228459,6
228875,228246,7
228875,229115,8
228875,222178,9
228875,229179,10
229027,228778,1
229027,228769,2
229027,228723,3
229027,228459,4
229027,225511,5
229027,228787,6
229027,227216,7
229027,229115,8
229027,227881,9
229027,223232,10
229063,227526,1
229063,223232,2
229063,225432,3
229063,227216,4
229063,224147,5
229063,228459,6
229063,228787,7
229063,228723,8
229063,225511,9
229063,159391,10
229115,228723,1
229115,228778,2
229115,227216,3
229115,228459,4
229115,223232,5
229115,228769,6
229115,228529,7
229115,229814,8
229115,228431,9
229115,229179,10
230038,230728,1
230038,142522,2
230038,230764,3
230038,130794,4
230038,230047,5
230038,134130,6
230038,134097,7
230038,166027,8
230038,105330,9
230038,132903,10
230603,221759,1
230728,230038,1
230728,230764,2
230728,236939,3
230728,105330,4
230728,142115,5
230728,126818,6
230728,104151,7
230728,198464,8
230728,134097,9
230728,236948,10
230764,230038,1
230764,230728,2
230764,110583,3
230764,105330,4
230764,171100,5
230764,130794,6
230764,166027,7
230764,123961,8
230764,228723,9
230764,236948,10
230782,209551,1
230782,230728,2
230782,105330,3
230807,126562,1
230807,135726,2
230807,138354,3
230807,209807,4
230807,199847,5
230807,126580,6
230807,122597,7
230807,154590,8
230834,168148,1
230834,164988,2
230834,190150,3
230834,128771,4
230834,162584,5
230834,215293,6
230834,214777,7
230834,198464,8
230834,198419,9
230834,212054,10
230852,217156,1
230852,193900,2
230852,227757,3
230852,165015,4
230852,167729,5
230852,165024,6
230852,164988,7
230852,167358,8
230852,144050,9
230940,236948,1
230959,190415,1
230959,182670,2
230959,110635,3
230959,193900,4
230959,166683,5
230959,164465,6
230959,215293,7
230959,130794,8
230959,170976,9
230959,197133,10
230995,134130,1
230995,134097,2
230995,135726,3
230995,176080,4
230995,194824,5
230995,153603,6
230995,100724,7
230995,139940,8
230995,137351,9
230995,209542,10
231174,183044,1
231174,168148,2
231174,161253,3
231174,217484,4
231174,170976,5
231174,164988,6
231174,166638,7
231174,192819,8
231174,166629,9
231174,182670,10
231624,234076,1
231624,190415,2
231624,198419,3
231624,221999,4
231624,131496,5
231624,199120,6
231624,217156,7
231624,190150,8
231624,186131,9
231624,215062,10
231712,232423,1
231712,233921,2
231712,232982,3
231712,232681,4
231712,232186,5
231712,232566,6
231712,233277,7
231712,176017,8
231712,199139,9
231712,232557,10
232186,233277,1
232186,232423,2
232186,233921,3
232186,234030,4
232186,218663,5
232186,197869,6
232186,234076,7
232186,131469,8
232186,214777,9
232186,198464,10
232265,134097,1
232265,138947,2
232265,133650,3
232265,232982,4
232265,232937,5
232265,131520,6
232265,129941,7
232265,211608,8
232265,211158,9
232265,164988,10
232423,232186,1
232423,163286,2
232423,198516,3
232423,233921,4
232423,234030,5
232423,232982,6
232423,232681,7
232423,231712,8
232423,214777,9
232423,217819,10
232557,232423,1
232557,132903,2
232557,134130,3
232557,233921,4
232557,232186,5
232557,134097,6
232557,201654,7
232557,213020,8
232557,232982,9
232557,231712,10
232609,234076,1
232609,233277,2
232982,233921,1
232982,234030,2
232982,232423,3
232982,234076,4
232982,232566,5
232982,198464,6
232982,214777,7
232982,213020,8
232982,203517,9
232982,231712,10
233277,232186,1
233277,234030,2
233277,232566,3
233277,233921,4
233277,232423,5
233277,198464,6
233277,238032,7
233277,234076,8
233277,232982,9
233277,164076,10
233374,199847,1
233374,198516,2
233374,196413,3
233374,234076,4
233374,193900,5
233374,221999,6
233374,123961,7
233374,199139,8
233374,215062,9
233374,166027,10
233921,163286,1
233921,234076,2
233921,232982,3
233921,214777,4
233921,232423,5
233921,134130,6
233921,217882,7
233921,232186,8
233921,199193,9
233921,213543,10
234030,232982,1
234030,232423,2
234030,232186,3
234030,233277,4
234030,164988,5
234030,216339,6
234030,233541,7
234030,234076,8
234030,199148,9
234030,198464,10
234076,190415,1
234076,199120,2
234076,190150,3
234076,166027,4
234076,215062,5
234076,198419,6
234076,231624,7
234076,243744,8
234076,217156,9
234076,130794,10
234207,170976,1
234207,167358,2
234207,151351,3
234207,147767,4
234207,234076,5
234207,193900,6
234207,209922,7
234207,212577,8
234207,214777,9
234207,195304,10
234827,235097,1
234827,236948,2
234827,237011,3
234827,236939,4
234827,236328,5
234827,236595,6
234827,236577,7
234827,235316,8
234827,190415,9
234827,166027,10
235316,236948,1
235316,237011,2
235316,236595,3
235316,236939,4
235316,190415,5
235316,235097,6
235316,190150,7
235316,209825,8
235316,236577,9
235316,234827,10
236230,236595,1
236230,236328,2
236230,236577,3
236230,236948,4
236230,236896,5
236230,234827,6
236230,235097,7
236230,235316,8
236230,209542,9
236230,209825,10
236328,236948,1
236328,236577,2
236328,235097,3
236328,236230,4
236328,237066,5
236328,236595,6
236328,234827,7
236328,237057,8
236328,236896,9
236328,210401,10
236577,236948,1
236577,236595,2
236577,237011,3
236577,236328,4
236577,235097,5
236577,236230,6
236577,235316,7
236577,234827,8
236577,236896,9
236577,209612,10
236595,236948,1
236595,235316,2
236595,236577,3
236595,235097,4
236595,209825,5
236595,236896,6
236595,236328,7
236595,236939,8
236595,237066,9
236595,237011,10
236896,236595,1
236896,236577,2
236896,236230,3
236896,236948,4
236896,235097,5
236896,234827,6
236896,237011,7
236896,168740,8
236896,182670,9
236896,237066,10
236939,236948,1
236939,209542,2
236939,237011,3
236939,235097,4
236939,142285,5
236939,126818,6
236939,142115,7
236939,230728,8
236939,235316,9
236939,209807,10
236948,236939,1
236948,236595,2
236948,237011,3
236948,209542,4
236948,235316,5
236948,110635,6
236948,110662,7
236948,228778,8
236948,170976,9
236948,209807,10
237011,236948,1
237011,236939,2
237011,235316,3
237011,209551,4
237011,209542,5
237011,236577,6
237011,234827,7
237011,236595,8
237011,235097,9
237011,142115,10
237066,236328,1
237066,236595,2
237066,235097,3
237066,236948,4
237066,236577,5
237066,236896,6
237066,236133,7
237066,236230,8
237066,237011,9
237066,235316,10
237312,237969,1
237525,198464,1
237525,128771,2
237525,204857,3
237525,212115,4
237525,190415,5
237525,139366,6
237525,106458,7
237525,197869,8
237525,139755,9
237525,196413,10
238032,214777,1
238032,196413,2
238032,233921,3
238032,218663,4
238032,229115,5
238032,204796,6
238032,232186,7
238032,233277,8
238032,223232,9
238032,163286,10
238193,238458,1
238193,240107,2
238193,239309,3
238193,238430,4
238193,240329,5
238193,238980,6
238193,238661,7
238193,238333,8
238476,240444,1
238476,143358,2
238476,238458,3
238476,153603,4
238476,238430,5
238476,153658,6
238476,151324,7
238476,206604,8
238476,172699,9
238476,143084,10
238616,240277,1
238616,238458,2
238616,170976,3
238616,239105,4
238616,239716,5
238616,240365,6
238616,240444,7
238616,240453,8
239105,240444,1
239105,240329,2
239105,145637,3
239105,153658,4
239105,143358,5
239105,239716,6
239105,174066,7
239105,144740,8
239105,153603,9
239105,153269,10
239716,240365,1
239716,240444,2
239716,240268,3
239716,240277,4
239716,240329,5
239716,239105,6
239716,174066,7
239716,173920,8
239716,240471,9
239716,240480,10
240189,240268,1
240189,240277,2
240189,240462,3
240189,240329,4
240189,240426,5
240189,240480,6
240189,240453,7
240189,240471,8
240189,240365,9
240189,240444,10
240268,240444,1
240268,240329,2
240268,240365,3
240268,240189,4
240268,240471,5
240268,240453,6
240268,239716,7
240268,174066,8
240268,240480,9
240268,240277,10
240374,240471,1
240374,240365,2
240374,240329,3
240374,240268,4
240374,240426,5
240374,240453,6
240374,240189,7
240374,240462,8
240374,240392,9
240374,240417,10
240417,240365,1
240417,240277,2
240417,240268,3
240417,240444,4
240417,240453,5
240417,240480,6
240417,240189,7
240417,240329,8
240417,215293,9
240417,145600,10
240426,240277,1
240426,240189,2
240426,240471,3
240426,240374,4
240426,240365,5
240426,240462,6
240426,240480,7
240426,240444,8
240426,240268,9
240426,104151,10
240444,174066,1
240444,170976,2
240444,240329,3
240444,240453,4
240444,240277,5
240444,145637,6
240444,171100,7
240444,153658,8
240444,243780,9
240444,240268,10
240453,240444,1
240453,240329,2
240453,240268,3
240453,240365,4
240453,240277,5
240453,240462,6
240453,174066,7
240453,240471,8
240453,240189,9
240453,240374,10
240462,240189,1
240462,240444,2
240462,240453,3
240462,240471,4
240462,240277,5
240462,240365,6
240462,240426,7
240462,240374,8
240462,145813,9
240462,149772,10
240727,190415,1
240727,126580,2
240727,237011,3
240727,215062,4
240727,166027,5
240727,166683,6
240727,126562,7
240727,163286,8
240727,163046,9
240727,153658,10
243744,166027,1
243744,130794,2
243744,110635,3
243744,186131,4
243744,110662,5
243744,190415,6
243744,217156,7
243744,190150,8
243744,123961,9
243744,166683,10
243780,170976,1
243780,171100,2
243780,145637,3
243780,151351,4
243780,240444,5
243780,190415,6
243780,214777,7
243780,150136,8
243780,204796,9
243780,166683,10
366711,122409,1
366711,110680,2
366711,122597,3
366711,110705,4
366711,110714,5
366711,409698,6
366711,121150,7
366711,104151,8
366711,117946,9
366711,134097,10
433660,137351,1
433660,132903,2
433660,133669,3
433660,134097,4
433660,134130,5
433660,133951,6
433660,133650,7
433660,136172,8
433660,138354,9
433660,135726,10
