year,status,state,demo,grads
2024,projected,Missouri,black,9134.876582364437
2025,projected,Missouri,black,9203.733995179033
2026,projected,Missouri,black,8837.843719194012
2027,projected,Missouri,black,8392.6247099771
2028,projected,Missouri,black,8324.536928062867
2029,projected,Missouri,black,8266.504208087354
2030,projected,Missouri,black,8330.575909241934
2031,projected,Missouri,black,8375.01675596912
2000,actual,Missouri,amerindian_alaskanative,134
2001,actual,Missouri,amerindian_alaskanative,148
2002,actual,Missouri,amerindian_alaskanative,153
2003,actual,Missouri,amerindian_alaskanative,189
2004,actual,Missouri,amerindian_alaskanative,195
2005,actual,Missouri,amerindian_alaskanative,197
2006,actual,Missouri,amerindian_alaskanative,222
2007,actual,Missouri,amerindian_alaskanative,273
2008,actual,Missouri,amerindian_alaskanative,271
2009,actual,Missouri,amerindian_alaskanative,318
2010,actual,Missouri,amerindian_alaskanative,298.63920315950236
2011,projected,Missouri,amerindian_alaskanative,343.04043709897735
2012,projected,Missouri,amerindian_alaskanative,286.89228028579475
2013,projected,Missouri,amerindian_alaskanative,299.07735506185116
2014,projected,Missouri,amerindian_alaskanative,288.5734202164984
2015,projected,Missouri,amerindian_alaskanative,292.99382088560986
2016,projected,Missouri,amerindian_alaskanative,302.41726090448225
2017,projected,Missouri,amerindian_alaskanative,287.38634735968094
2018,projected,Missouri,amerindian_alaskanative,281.7390413847715
2019,projected,Missouri,amerindian_alaskanative,294.51171850538293
2020,projected,Missouri,amerindian_alaskanative,274.458494284701
2021,projected,Missouri,amerindian_alaskanative,305.26062030600895
2022,projected,Missouri,amerindian_alaskanative,320.5497899209083
2023,projected,Missouri,amerindian_alaskanative,265.30200329409575
2024,projected,Missouri,amerindian_alaskanative,277.56582099002173
2025,projected,Missouri,amerindian_alaskanative,300.7948057493639
2026,projected,Missouri,amerindian_alaskanative,264.54760566240583
2027,projected,Missouri,amerindian_alaskanative,240.47844089458337
2028,projected,Missouri,amerindian_alaskanative,243.49932534562444
2029,projected,Missouri,amerindian_alaskanative,240.47172444361712
2030,projected,Missouri,amerindian_alaskanative,244.2009305499291
2031,projected,Missouri,amerindian_alaskanative,255.59593598006327
2000,actual,Missouri,asian,753
2001,actual,Missouri,asian,821
2002,actual,Missouri,asian,800
2003,actual,Missouri,asian,866
2004,actual,Missouri,asian,852
2005,actual,Missouri,asian,1028
2006,actual,Missouri,asian,1035
2007,actual,Missouri,asian,1024
2008,actual,Missouri,asian,1058
2009,actual,Missouri,asian,1126
2010,actual,Missouri,asian,1111.8016937830741
2011,projected,Missouri,asian,1156.7472726016167
2012,projected,Missouri,asian,1287.9205203600425
2013,projected,Missouri,asian,1304.9438712776553
2014,projected,Missouri,asian,1303.436664106118
2015,projected,Missouri,asian,1310.942427947837
2016,projected,Missouri,asian,1319.19917986713
2017,projected,Missouri,asian,1449.9050990564042
2018,projected,Missouri,asian,1476.7818284744774
2019,projected,Missouri,asian,1535.3621834157962
2020,projected,Missouri,asian,1606.8813440807564
2021,projected,Missouri,asian,1541.406462370049
2022,projected,Missouri,asian,1597.3222517937547
2023,projected,Missouri,asian,1619.1018863107156
2024,projected,Missouri,asian,1573.2088354852644
2025,projected,Missouri,asian,1774.74939012659
2026,projected,Missouri,asian,1721.8208887166838
2027,projected,Missouri,asian,1623.2813164013817
2028,projected,Missouri,asian,1632.40545738079
2029,projected,Missouri,asian,1730.201880598247
2030,projected,Missouri,asian,1699.9726955926576
2031,projected,Missouri,asian,1812.011373601323
2000,actual,Montana,grand_total,11171
2001,actual,Montana,grand_total,11075
2002,actual,Montana,grand_total,11155
2003,actual,Montana,grand_total,11007
2004,actual,Montana,grand_total,10802
2005,actual,Montana,grand_total,10734
2006,actual,Montana,grand_total,10557
2007,actual,Montana,grand_total,10986
2008,actual,Montana,grand_total,10449
2009,actual,Montana,grand_total,10521
2010,actual,Montana,grand_total,10165
2011,projected,Montana,grand_total,10139.94607692459
2012,projected,Montana,grand_total,9666.232596191401
2013,projected,Montana,grand_total,9668.261637102532
2014,projected,Montana,grand_total,9566.442754247933
2015,projected,Montana,grand_total,9647.501242075401
2016,projected,Montana,grand_total,9494.018276817487
2017,projected,Montana,grand_total,9402.857823154454
2018,projected,Montana,grand_total,9681.670503216557
2019,projected,Montana,grand_total,9799.299184544423
2020,projected,Montana,grand_total,9796.968319221858
2021,projected,Montana,grand_total,9955.83491200313
2022,projected,Montana,grand_total,9998.493073568474
2023,projected,Montana,grand_total,10527.776600759433
2024,projected,Montana,grand_total,10502.651453330205
2025,projected,Montana,grand_total,10727.62428855724
2026,projected,Montana,grand_total,10452.331318792889
2027,projected,Montana,grand_total,10266.144330207551
2028,projected,Montana,grand_total,10247.670853405278
2029,projected,Montana,grand_total,10222.268004475101
2030,projected,Montana,grand_total,10459.002152973899
2031,projected,Montana,grand_total,10536.23291851687
2000,actual,Montana,private_total,543
2001,actual,Montana,private_total,521
2002,actual,Montana,private_total,498
2003,actual,Montana,private_total,507
2004,actual,Montana,private_total,467
2005,actual,Montana,private_total,451
2006,actual,Montana,private_total,435
2007,actual,Montana,private_total,590
2008,actual,Montana,private_total,372
2009,actual,Montana,private_total,446
2010,actual,Montana,private_total,433
2011,projected,Montana,private_total,389.94607692458993
2012,projected,Montana,private_total,297.23259619140055
2013,projected,Montana,private_total,226.63026266301102
2014,projected,Montana,private_total,209.56052878015757
2015,projected,Montana,private_total,282.30219712341375
2016,projected,Montana,private_total,245.5183749371442
2017,projected,Montana,private_total,260.367859143958
2018,projected,Montana,private_total,278.64944574666947
2019,projected,Montana,private_total,305.7895394655597
2020,projected,Montana,private_total,303.02429630348956
2021,projected,Montana,private_total,301.0434192506559
2022,projected,Montana,private_total,296.03799496522043
2023,projected,Montana,private_total,327.32492065459223
2024,projected,Montana,private_total,328.44730614694754
2025,projected,Montana,private_total,330.6023658180007
2026,projected,Montana,private_total,320.5686072796761
2027,projected,Montana,private_total,315.04639137726
2028,projected,Montana,private_total,316.1797042480854
2029,projected,Montana,private_total,315.44832037286426
2030,projected,Montana,private_total,322.1203241686131
2031,projected,Montana,private_total,324.3051704159917
2000,actual,Montana,public_total,10628
2001,actual,Montana,public_total,10554
2002,actual,Montana,public_total,10657
2003,actual,Montana,public_total,10500
2004,actual,Montana,public_total,10335
2005,actual,Montana,public_total,10283
2006,actual,Montana,public_total,10122
2007,actual,Montana,public_total,10396
2008,actual,Montana,public_total,10077
2009,actual,Montana,public_total,10075
2010,actual,Montana,public_total,9732
2011,projected,Montana,public_total,9750
2012,projected,Montana,public_total,9369
2013,projected,Montana,public_total,9441.631374439521
2014,projected,Montana,public_total,9356.882225467776
2015,projected,Montana,public_total,9365.199044951987
2016,projected,Montana,public_total,9248.499901880343
2017,projected,Montana,public_total,9142.489964010496
2018,projected,Montana,public_total,9403.021057469889
2019,projected,Montana,public_total,9493.509645078864
2020,projected,Montana,public_total,9493.94402291837
2021,projected,Montana,public_total,9654.791492752474
2022,projected,Montana,public_total,9702.455078603254
2023,projected,Montana,public_total,10200.451680104841
2024,projected,Montana,public_total,10174.204147183258
2025,projected,Montana,public_total,10397.021922739239
2026,projected,Montana,public_total,10131.762711513213
2027,projected,Montana,public_total,9951.097938830291
2028,projected,Montana,public_total,9931.491149157193
2029,projected,Montana,public_total,9906.819684102236
2030,projected,Montana,public_total,10136.881828805286
2031,projected,Montana,public_total,10211.927748100878
2000,actual,Montana,hispanic,169
2001,actual,Montana,hispanic,158
2002,actual,Montana,hispanic,159
2003,actual,Montana,hispanic,162
2004,actual,Montana,hispanic,198
2005,actual,Montana,hispanic,201
2006,actual,Montana,hispanic,206
2007,actual,Montana,hispanic,191
2008,actual,Montana,hispanic,190
2009,actual,Montana,hispanic,209
2010,actual,Montana,hispanic,258
2011,projected,Montana,hispanic,274
2012,projected,Montana,hispanic,281
2013,projected,Montana,hispanic,312.7754374067654
2014,projected,Montana,hispanic,335.3873674414338
2015,projected,Montana,hispanic,387.34211272961494
2016,projected,Montana,hispanic,379.12826018862296
2017,projected,Montana,hispanic,392.8370794049074
2018,projected,Montana,hispanic,461.6140067276633
2019,projected,Montana,hispanic,465.5658260206054
2020,projected,Montana,hispanic,537.3534295603005
2021,projected,Montana,hispanic,522.9274781901837
2022,projected,Montana,hispanic,659.2497718326987
2023,projected,Montana,hispanic,719.9341495875483
2024,projected,Montana,hispanic,794.032824993155
2025,projected,Montana,hispanic,781.6064112587005
2026,projected,Montana,hispanic,752.2075019696537
2027,projected,Montana,hispanic,787.2074614602003
2028,projected,Montana,hispanic,832.3679973644661
2029,projected,Montana,hispanic,875.8609837823054
2030,projected,Montana,hispanic,874.0660390371642
2031,projected,Montana,hispanic,904.7109231080499
2000,actual,Montana,white,9629
2001,actual,Montana,white,9537
2002,actual,Montana,white,9672
2003,actual,Montana,white,9428
2004,actual,Montana,white,9191
2005,actual,Montana,white,9071
2006,actual,Montana,white,8937
2007,actual,Montana,white,9115
2008,actual,Montana,white,8844
2009,actual,Montana,white,8825
2010,actual,Montana,white,8475.723365094558
2011,projected,Montana,white,8483.321501093746
2012,projected,Montana,white,8144.8629781751315
2013,projected,Montana,white,8155.250732270683
2014,projected,Montana,white,8086.20314163921
2015,projected,Montana,white,8058.150627934486
2016,projected,Montana,white,7884.431229669143
2017,projected,Montana,white,7817.541058028133
2018,projected,Montana,white,7992.5546986668405
2019,projected,Montana,white,8010.197720635517
2020,projected,Montana,white,7996.807066113967
2021,projected,Montana,white,8120.757279883091
2022,projected,Montana,white,8124.15974801778
2023,projected,Montana,white,8533.28296871328
2024,projected,Montana,white,8592.244443622254
2025,projected,Montana,white,8775.209838422245
2026,projected,Montana,white,8557.904438025696
2027,projected,Montana,white,8456.075655274144
2028,projected,Montana,white,8322.758756216299
2029,projected,Montana,white,8362.013556800717
2030,projected,Montana,white,8541.24548081112
2031,projected,Montana,white,8526.610783359021
2000,actual,Montana,black,33
2001,actual,Montana,black,34
2002,actual,Montana,black,44
2003,actual,Montana,black,36
2004,actual,Montana,black,40
2005,actual,Montana,black,44
2006,actual,Montana,black,49
2007,actual,Montana,black,53
2008,actual,Montana,black,65
2009,actual,Montana,black,69
2010,actual,Montana,black,81.5101502454424
2011,projected,Montana,black,83.90535088936335
2012,projected,Montana,black,65.95583956091367
2013,projected,Montana,black,77.58507229690748
2014,projected,Montana,black,99.60392409077993
2015,projected,Montana,black,80.99404272281991
2016,projected,Montana,black,107.4316772823323
2017,projected,Montana,black,81.33332979046602
2018,projected,Montana,black,94.66653114429546
2019,projected,Montana,black,82.5452813875215
2020,projected,Montana,black,74.70976141099325
2021,projected,Montana,black,88.81432474444262
2022,projected,Montana,black,71.92895894531414
2023,projected,Montana,black,76.92224825253625
2024,projected,Montana,black,56.30666314935099
2025,projected,Montana,black,86.08655806789235
2026,projected,Montana,black,82.45314424126838
2027,projected,Montana,black,76.8689931974912
2028,projected,Montana,black,87.26730476151204
2029,projected,Montana,black,85.86795229875075
2030,projected,Montana,black,100.16697474570016
2031,projected,Montana,black,105.51581817440332
2000,actual,Montana,amerindian_alaskanative,689
2001,actual,Montana,amerindian_alaskanative,713
2002,actual,Montana,amerindian_alaskanative,660
2003,actual,Montana,amerindian_alaskanative,762
2004,actual,Montana,amerindian_alaskanative,786
2005,actual,Montana,amerindian_alaskanative,814
2006,actual,Montana,amerindian_alaskanative,786
2007,actual,Montana,amerindian_alaskanative,904
2008,actual,Montana,amerindian_alaskanative,863
2009,actual,Montana,amerindian_alaskanative,848
2010,actual,Montana,amerindian_alaskanative,819.9751193239019
2011,projected,Montana,amerindian_alaskanative,778.4207815032757
2012,projected,Montana,amerindian_alaskanative,747.7022349762312
2013,projected,Montana,amerindian_alaskanative,762.2774393718461
2014,projected,Montana,amerindian_alaskanative,730.4272997154317
2015,projected,Montana,amerindian_alaskanative,744.5165418489422
2016,projected,Montana,amerindian_alaskanative,757.9828515042932
2017,projected,Montana,amerindian_alaskanative,748.8219361644682
2018,projected,Montana,amerindian_alaskanative,766.5234480792798
2019,projected,Montana,amerindian_alaskanative,813.876770044946
2020,projected,Montana,amerindian_alaskanative,802.0267815204701
2021,projected,Montana,amerindian_alaskanative,814.347803638638
2022,projected,Montana,amerindian_alaskanative,812.3258100108012
2023,projected,Montana,amerindian_alaskanative,851.0728070211759
2024,projected,Montana,amerindian_alaskanative,811.2379086851631
2025,projected,Montana,amerindian_alaskanative,817.7433164661724
2026,projected,Montana,amerindian_alaskanative,794.4955710113
2027,projected,Montana,amerindian_alaskanative,727.4347283673115
2028,projected,Montana,amerindian_alaskanative,733.0573007358553
2029,projected,Montana,amerindian_alaskanative,730.1898498329681
2030,projected,Montana,amerindian_alaskanative,770.2320402406566
