year,status,state,demo,grads
2019,projected,California,grand_total,427665.4644159686
2020,projected,California,grand_total,434526.3389344988
2021,projected,California,grand_total,434102.9291237064
2022,projected,California,grand_total,437192.4689536116
2023,projected,California,grand_total,448839.18681249866
2024,projected,California,grand_total,431016.269965718
2025,projected,California,grand_total,432388.05211783486
2026,projected,California,grand_total,414426.36817001965
2027,projected,California,grand_total,400748.97759015555
2028,projected,California,grand_total,393429.43078683206
2029,projected,California,grand_total,393374.46532125
2030,projected,California,grand_total,387455.5835273745
2031,projected,California,grand_total,394117.33817431936
2000,actual,California,private_total,30285
2001,actual,California,private_total,31116
2002,actual,California,private_total,31946
2003,actual,California,private_total,32905
2004,actual,California,private_total,33541
2005,actual,California,private_total,34642
2006,actual,California,private_total,34878
2007,actual,California,private_total,36136
2008,actual,California,private_total,35256
2009,actual,California,private_total,36078
2010,actual,California,private_total,34381
2011,projected,California,private_total,34413.63352056717
2012,projected,California,private_total,33728.54582058116
2013,projected,California,private_total,32418.107004842273
2014,projected,California,private_total,32177.46846836745
2015,projected,California,private_total,30625.436430343336
2016,projected,California,private_total,29748.54642054447
2017,projected,California,private_total,29013.743810003423
2018,projected,California,private_total,27871.173007926664
2019,projected,California,private_total,26759.351287249494
2020,projected,California,private_total,26472.493763815455
2021,projected,California,private_total,25551.382832036128
2022,projected,California,private_total,24560.029330206973
2023,projected,California,private_total,26936.070278531777
2024,projected,California,private_total,27110.69081208209
2025,projected,California,private_total,26164.885486758554
2026,projected,California,private_total,24812.314281643386
2027,projected,California,private_total,23989.541600981516
2028,projected,California,private_total,23774.348443681698
2029,projected,California,private_total,23851.364691074657
2030,projected,California,private_total,23384.263693223937
2031,projected,California,private_total,23749.495391876146
2000,actual,California,public_total,315189
2001,actual,California,public_total,325895
2002,actual,California,public_total,341097
2003,actual,California,public_total,343480
2004,actual,California,public_total,355217
2005,actual,California,public_total,343515
2006,actual,California,public_total,356641
2007,actual,California,public_total,374561
2008,actual,California,public_total,372310
2009,actual,California,public_total,404987
2010,actual,California,public_total,410467
2011,projected,California,public_total,418664
2012,projected,California,public_total,422125
2013,projected,California,public_total,416783.9021859531
2014,projected,California,public_total,407838.7565159741
2015,projected,California,public_total,403486.86129218515
2016,projected,California,public_total,396115.489979352
2017,projected,California,public_total,406350.7593488433
2018,projected,California,public_total,403137.5478194631
2019,projected,California,public_total,400906.11312871915
2020,projected,California,public_total,408053.84517068334
2021,projected,California,public_total,408551.5462916703
2022,projected,California,public_total,412632.43962340464
2023,projected,California,public_total,421903.1165339669
2024,projected,California,public_total,403905.5791536359
2025,projected,California,public_total,406223.1666310763
2026,projected,California,public_total,389614.0538883763
2027,projected,California,public_total,376759.43598917406
2028,projected,California,public_total,369655.08234315034
2029,projected,California,public_total,369523.1006301754
2030,projected,California,public_total,364071.31983415055
2031,projected,California,public_total,370367.8427824432
2000,actual,California,hispanic,103795
2001,actual,California,hispanic,109038
2002,actual,California,hispanic,116724
2003,actual,California,hispanic,121418
2004,actual,California,hispanic,129671
2005,actual,California,hispanic,124409
2006,actual,California,hispanic,128462
2007,actual,California,hispanic,142491
2008,actual,California,hispanic,147717
2009,actual,California,hispanic,174088
2010,actual,California,hispanic,184131
2011,projected,California,hispanic,193516
2012,projected,California,hispanic,198993
2013,projected,California,hispanic,199242.01227559458
2014,projected,California,hispanic,198524.23027953896
2015,projected,California,hispanic,199026.70144964737
2016,projected,California,hispanic,195762.83179905897
2017,projected,California,hispanic,204334.87598825764
2018,projected,California,hispanic,205565.56384534747
2019,projected,California,hispanic,206554.58986951882
2020,projected,California,hispanic,210572.91935280466
2021,projected,California,hispanic,213064.78913932963
2022,projected,California,hispanic,220216.38546165972
2023,projected,California,hispanic,228376.471088822
2024,projected,California,hispanic,218862.42768907073
2025,projected,California,hispanic,219015.6178635999
2026,projected,California,hispanic,206722.8471166915
2027,projected,California,hispanic,196901.82838363442
2028,projected,California,hispanic,190536.17412744716
2029,projected,California,hispanic,185900.42101472485
2030,projected,California,hispanic,181629.21499585558
2031,projected,California,hispanic,181049.94978276885
2000,actual,California,white,139228
2001,actual,California,white,140421
2002,actual,California,white,144664
2003,actual,California,white,141574
2004,actual,California,white,140807
2005,actual,California,white,138584
2006,actual,California,white,138595
2007,actual,California,white,141011
2008,actual,California,white,139038.03432754427
2009,actual,California,white,139678.52801358135
2010,actual,California,white,135761.93113361948
2011,projected,California,white,133270.80214528606
2012,projected,California,white,131368.9239266689
2013,projected,California,white,126688.02355255868
2014,projected,California,white,120788.58694276781
2015,projected,California,white,118285.68344036405
2016,projected,California,white,115709.34325447603
2017,projected,California,white,114544.75897913927
2018,projected,California,white,111883.355460945
2019,projected,California,white,110060.19450660211
2020,projected,California,white,111762.34771830293
2021,projected,California,white,110569.96729623868
2022,projected,California,white,108709.35455481072
2023,projected,California,white,109034.54834395421
2024,projected,California,white,104573.30785927545
2025,projected,California,white,102624.95096113508
2026,projected,California,white,99720.52107130212
2027,projected,California,white,99296.90520814106
2028,projected,California,white,94821.05368914602
2029,projected,California,white,93379.09348459698
2030,projected,California,white,93992.41201653593
2031,projected,California,white,94548.38004727755
2000,actual,California,black,22474
2001,actual,California,black,23451
2002,actual,California,black,24855
2003,actual,California,black,25267
2004,actual,California,black,26800
2005,actual,California,black,25355
2006,actual,California,black,25737
2007,actual,California,black,25911
2008,actual,California,black,26205.19651648135
2009,actual,California,black,28890.51565191129
2010,actual,California,black,28632.668015775667
2011,projected,California,black,29230.131146875814
2012,projected,California,black,28335.46667049613
2013,projected,California,black,26963.076434787235
2014,projected,California,black,25727.047807114806
2015,projected,California,black,25018.472913791258
2016,projected,California,black,23893.879105020995
2017,projected,California,black,23539.275751949866
2018,projected,California,black,23042.16069287238
2019,projected,California,black,22000.93971161167
2020,projected,California,black,21719.137696454633
2021,projected,California,black,21056.759118440285
2022,projected,California,black,20741.502341072606
2023,projected,California,black,20971.157966805542
2024,projected,California,black,19911.65932592422
2025,projected,California,black,21274.27262815033
2026,projected,California,black,20715.3007904745
2027,projected,California,black,20066.305781484258
2028,projected,California,black,19180.609166195307
2029,projected,California,black,18858.20610531037
2030,projected,California,black,18646.214994139526
2031,projected,California,black,18255.200202919415
2000,actual,California,amerindian_alaskanative,2734
2001,actual,California,amerindian_alaskanative,3036
2002,actual,California,amerindian_alaskanative,3120
2003,actual,California,amerindian_alaskanative,3040
2004,actual,California,amerindian_alaskanative,2950
2005,actual,California,amerindian_alaskanative,2833
2006,actual,California,amerindian_alaskanative,2866
2007,actual,California,amerindian_alaskanative,3071
2008,actual,California,amerindian_alaskanative,2979.912240599566
2009,actual,California,amerindian_alaskanative,3319.5903026717315
2010,actual,California,amerindian_alaskanative,3048.9693900531192
2011,projected,California,amerindian_alaskanative,3249.8503642071646
2012,projected,California,amerindian_alaskanative,3136.591218778099
2013,projected,California,amerindian_alaskanative,2980.6013103972377
2014,projected,California,amerindian_alaskanative,2808.8992154456755
2015,projected,California,amerindian_alaskanative,2716.912214722005
2016,projected,California,amerindian_alaskanative,2490.4824903869885
2017,projected,California,amerindian_alaskanative,2471.7576552385963
2018,projected,California,amerindian_alaskanative,2271.852322342703
2019,projected,California,amerindian_alaskanative,2268.083325689116
2020,projected,California,amerindian_alaskanative,2155.7276888180018
2021,projected,California,amerindian_alaskanative,2112.669785161207
2022,projected,California,amerindian_alaskanative,1998.794377524277
2023,projected,California,amerindian_alaskanative,1993.1356193490922
2024,projected,California,amerindian_alaskanative,1901.9571044048937
2025,projected,California,amerindian_alaskanative,2124.1149675729566
2026,projected,California,amerindian_alaskanative,2021.0990178756822
2027,projected,California,amerindian_alaskanative,1972.7900655344606
2028,projected,California,amerindian_alaskanative,1820.373790664974
2029,projected,California,amerindian_alaskanative,1831.6479906775364
2030,projected,California,amerindian_alaskanative,1880.200698589853
2031,projected,California,amerindian_alaskanative,1820.3908648918252
2000,actual,California,asian,46958
2001,actual,California,asian,48206
2002,actual,California,asian,48728
2003,actual,California,asian,48770
2004,actual,California,asian,50224
2005,actual,California,asian,52334
2006,actual,California,asian,52252
2007,actual,California,asian,54019
2008,actual,California,asian,59195.85691537482
2009,actual,California,asian,59010.36603183563
2010,actual,California,asian,58892.431460551736
2011,projected,California,asian,59397.216343630964
2012,projected,California,asian,60291.01818405687
2013,projected,California,asian,58839.043436423744
2014,projected,California,asian,57323.98726174231
2015,projected,California,asian,55345.86420695553
2016,projected,California,asian,55016.72309155381
2017,projected,California,asian,57893.871598343074
2018,projected,California,asian,56137.42216509232
2019,projected,California,asian,55505.18848257728
2020,projected,California,asian,57126.56649578642
2021,projected,California,asian,56764.99676095631
2022,projected,California,asian,55452.749779726815
2023,projected,California,asian,55418.290011981684
2024,projected,California,asian,52431.49604730907
2025,projected,California,asian,56427.71389184081
2026,projected,California,asian,55591.55946949693
2027,projected,California,asian,53110.04998331473
2028,projected,California,asian,51669.12122989587
2029,projected,California,asian,56499.14755424628
2030,projected,California,asian,56665.23240519403
2031,projected,California,asian,62081.40231744456
2000,actual,Colorado,grand_total,41659
2001,actual,Colorado,grand_total,43181
2002,actual,Colorado,grand_total,44802
2003,actual,Colorado,grand_total,47261
2004,actual,Colorado,grand_total,47375
2005,actual,Colorado,grand_total,47236
2006,actual,Colorado,grand_total,48152
2007,actual,Colorado,grand_total,48681
2008,actual,Colorado,grand_total,50297
2009,actual,Colorado,grand_total,52149
2010,actual,Colorado,grand_total,53014
2011,projected,Colorado,grand_total,52971.20325072309
2012,projected,Colorado,grand_total,53849.7804997163
2013,projected,Colorado,grand_total,54881.649248881185
2014,projected,Colorado,grand_total,54481.191357040996
2015,projected,Colorado,grand_total,55365.78738356454
2016,projected,Colorado,grand_total,55536.82619371151
2017,projected,Colorado,grand_total,57545.22133721124
2018,projected,Colorado,grand_total,58611.951034329206
2019,projected,Colorado,grand_total,59019.642210740574
2020,projected,Colorado,grand_total,60120.53295710737
2021,projected,Colorado,grand_total,60157.75679415569
2022,projected,Colorado,grand_total,60581.80636090317
2023,projected,Colorado,grand_total,61921.614456374235
2024,projected,Colorado,grand_total,62745.35205351529
2025,projected,Colorado,grand_total,61579.65633758585
2026,projected,Colorado,grand_total,60355.997225622355
2027,projected,Colorado,grand_total,58372.13860815133
2028,projected,Colorado,grand_total,57241.7871540707
2029,projected,Colorado,grand_total,57406.92469630452
2030,projected,Colorado,grand_total,57207.25801458803
2031,projected,Colorado,grand_total,57927.976439412305
2000,actual,Colorado,private_total,2418
2001,actual,Colorado,private_total,2421
2002,actual,Colorado,private_total,2423
2003,actual,Colorado,private_total,2484
2004,actual,Colorado,private_total,2843
2005,actual,Colorado,private_total,2812
2006,actual,Colorado,private_total,2524
2007,actual,Colorado,private_total,2599
2008,actual,Colorado,private_total,2838
2009,actual,Colorado,private_total,2828
2010,actual,Colorado,private_total,2892
2011,projected,Colorado,private_total,2884.2032507230874
2012,projected,Colorado,private_total,2881.780499716297
2013,projected,Colorado,private_total,2999.420095247791
2014,projected,Colorado,private_total,2979.676690791421
2015,projected,Colorado,private_total,2781.0654515741057
2016,projected,Colorado,private_total,2747.1368722300467
2017,projected,Colorado,private_total,2694.386039241577
2018,projected,Colorado,private_total,2686.468474154142
2019,projected,Colorado,private_total,2592.904377411141
2020,projected,Colorado,private_total,2454.7192370661846
2021,projected,Colorado,private_total,2424.7567127726907
2022,projected,Colorado,private_total,2263.6510860432904
2023,projected,Colorado,private_total,2509.838403860667
2024,projected,Colorado,private_total,2508.545810441746
2025,projected,Colorado,private_total,2453.9304787505444
2026,projected,Colorado,private_total,2394.2284643356784
2027,projected,Colorado,private_total,2307.2730827209257
2028,projected,Colorado,private_total,2279.103575093188
2029,projected,Colorado,private_total,2283.6663997721603
2030,projected,Colorado,private_total,2273.491345855056
2031,projected,Colorado,private_total,2300.625062229689
2000,actual,Colorado,public_total,39241
2001,actual,Colorado,public_total,40760
2002,actual,Colorado,public_total,42379
2003,actual,Colorado,public_total,44777
2004,actual,Colorado,public_total,44532
2005,actual,Colorado,public_total,44424
2006,actual,Colorado,public_total,45628
2007,actual,Colorado,public_total,46082
2008,actual,Colorado,public_total,47459
2009,actual,Colorado,public_total,49321
2010,actual,Colorado,public_total,50122
2011,projected,Colorado,public_total,50087
2012,projected,Colorado,public_total,50968
2013,projected,Colorado,public_total,51882.229153633394
2014,projected,Colorado,public_total,51501.514666249575
2015,projected,Colorado,public_total,52584.72193199043
2016,projected,Colorado,public_total,52789.68932148146
2017,projected,Colorado,public_total,54850.835297969665
2018,projected,Colorado,public_total,55925.48256017506
2019,projected,Colorado,public_total,56426.73783332943
2020,projected,Colorado,public_total,57665.81372004118
2021,projected,Colorado,public_total,57733.000081383005
2022,projected,Colorado,public_total,58318.15527485988
2023,projected,Colorado,public_total,59411.77605251357
2024,projected,Colorado,public_total,60236.806243073544
2025,projected,Colorado,public_total,59125.72585883531
2026,projected,Colorado,public_total,57961.76876128668
2027,projected,Colorado,public_total,56064.8655254304
2028,projected,Colorado,public_total,54962.68357897751
2029,projected,Colorado,public_total,55123.25829653236
2030,projected,Colorado,public_total,54933.76666873297
2031,projected,Colorado,public_total,55627.35137718262
2000,actual,Colorado,hispanic,5321
2001,actual,Colorado,hispanic,5700
2002,actual,Colorado,hispanic,6270
2003,actual,Colorado,hispanic,7198
2004,actual,Colorado,hispanic,7362
2005,actual,Colorado,hispanic,7727
2006,actual,Colorado,hispanic,8100
2007,actual,Colorado,hispanic,8454
2008,actual,Colorado,hispanic,9364
2009,actual,Colorado,hispanic,10533
2010,actual,Colorado,hispanic,12343
2011,projected,Colorado,hispanic,12559
2012,projected,Colorado,hispanic,13219
2013,projected,Colorado,hispanic,13798.243969627909
2014,projected,Colorado,hispanic,14141.391838619451
2015,projected,Colorado,hispanic,15045.755818186584
2016,projected,Colorado,hispanic,15261.438756903584
2017,projected,Colorado,hispanic,16658.629163131824
2018,projected,Colorado,hispanic,17169.014017625323
2019,projected,Colorado,hispanic,17644.586251003904
2020,projected,Colorado,hispanic,18257.409719476283
2021,projected,Colorado,hispanic,18521.28810090504
2022,projected,Colorado,hispanic,19122.007218401337
2023,projected,Colorado,hispanic,19449.460982898905
2024,projected,Colorado,hispanic,20361.396732519486
2025,projected,Colorado,hispanic,19288.803086378637
2026,projected,Colorado,hispanic,18146.17979407265
2027,projected,Colorado,hispanic,17125.287429813656
2028,projected,Colorado,hispanic,15927.931297667401
2029,projected,Colorado,hispanic,15756.550387101204
2030,projected,Colorado,hispanic,15724.833855775272
2031,projected,Colorado,hispanic,15564.58257595752
2000,actual,Colorado,white,30684
2001,actual,Colorado,white,31506
2002,actual,Colorado,white,32495
2003,actual,Colorado,white,33385
2004,actual,Colorado,white,32999
2005,actual,Colorado,white,32553
2006,actual,Colorado,white,33031
2007,actual,Colorado,white,33075
2008,actual,Colorado,white,33272
2009,actual,Colorado,white,33558
2010,actual,Colorado,white,33046.40515796497
2011,projected,Colorado,white,32687.60101618676
2012,projected,Colorado,white,32778.883983691965
2013,projected,Colorado,white,32904.08980208786
2014,projected,Colorado,white,32427.513605600998
2015,projected,Colorado,white,32521.346968605667
2016,projected,Colorado,white,32533.628439647837
2017,projected,Colorado,white,33083.73854742031
2018,projected,Colorado,white,33696.92789078412
2019,projected,Colorado,white,33812.51585907095
2020,projected,Colorado,white,34447.474891344624
2021,projected,Colorado,white,34444.41124196329
2022,projected,Colorado,white,34325.07094352596
2023,projected,Colorado,white,35384.84853547214
2024,projected,Colorado,white,35297.845382650696
2025,projected,Colorado,white,34972.2503526098
2026,projected,Colorado,white,34795.421650107906
2027,projected,Colorado,white,33897.94286244827
2028,projected,Colorado,white,33674.4115672371
2029,projected,Colorado,white,33269.9809968454
2030,projected,Colorado,white,33163.16074190776
2031,projected,Colorado,white,33803.60752503916
2000,actual,Colorado,black,1681
2001,actual,Colorado,black,1798
2002,actual,Colorado,black,1849
2003,actual,Colorado,black,2194
2004,actual,Colorado,black,2224
2005,actual,Colorado,black,2129
2006,actual,Colorado,black,2417
2007,actual,Colorado,black,2498
2008,actual,Colorado,black,2619
2009,actual,Colorado,black,2913
2010,actual,Colorado,black,2667.986504245189
2011,projected,Colorado,black,2564.4190894587787
2012,projected,Colorado,black,2537.6798773501914
2013,projected,Colorado,black,2536.4193903744604
2014,projected,Colorado,black,2417.8581869525524
2015,projected,Colorado,black,2486.540318534701
2016,projected,Colorado,black,2438.52649612543
2017,projected,Colorado,black,2440.0557914414285
2018,projected,Colorado,black,2380.322182251511
2019,projected,Colorado,black,2320.634826600164
2020,projected,Colorado,black,2312.480046275868
2021,projected,Colorado,black,2219.291891545406
2022,projected,Colorado,black,2309.5482886920427
2023,projected,Colorado,black,2248.350452972941
2024,projected,Colorado,black,2325.899619618789
2025,projected,Colorado,black,2450.057427136113
2026,projected,Colorado,black,2429.053704758285
2027,projected,Colorado,black,2466.1820070673753
2028,projected,Colorado,black,2322.156600260484
2029,projected,Colorado,black,2372.8681207645777
2030,projected,Colorado,black,2462.0397338174434
2031,projected,Colorado,black,2561.190322107121
2000,actual,Colorado,amerindian_alaskanative,305
2001,actual,Colorado,amerindian_alaskanative,314
2002,actual,Colorado,amerindian_alaskanative,368
2003,actual,Colorado,amerindian_alaskanative,403
2004,actual,Colorado,amerindian_alaskanative,419
2005,actual,Colorado,amerindian_alaskanative,398
2006,actual,Colorado,amerindian_alaskanative,445
2007,actual,Colorado,amerindian_alaskanative,438
2008,actual,Colorado,amerindian_alaskanative,466
2009,actual,Colorado,amerindian_alaskanative,507
2010,actual,Colorado,amerindian_alaskanative,462.65276069588987
2011,projected,Colorado,amerindian_alaskanative,469.98950997230696
2012,projected,Colorado,amerindian_alaskanative,449.1993854751865
2013,projected,Colorado,amerindian_alaskanative,405.8974595484524
2014,projected,Colorado,amerindian_alaskanative,350.69587035291966
2015,projected,Colorado,amerindian_alaskanative,351.91289047438835
2016,projected,Colorado,amerindian_alaskanative,346.6857192788261
2017,projected,Colorado,amerindian_alaskanative,340.32418776941387
2018,projected,Colorado,amerindian_alaskanative,336.02948971325674
2019,projected,Colorado,amerindian_alaskanative,278.53412421298134
2020,projected,Colorado,amerindian_alaskanative,281.31830230391654
2021,projected,Colorado,amerindian_alaskanative,286.24721430599067
2022,projected,Colorado,amerindian_alaskanative,265.83726412607535
2023,projected,Colorado,amerindian_alaskanative,263.9182671297587
2024,projected,Colorado,amerindian_alaskanative,231.5168961598907
2025,projected,Colorado,amerindian_alaskanative,276.6398965552738
2026,projected,Colorado,amerindian_alaskanative,293.31679051184517
2027,projected,Colorado,amerindian_alaskanative,258.5505896808421
2028,projected,Colorado,amerindian_alaskanative,230.51589717086392
2029,projected,Colorado,amerindian_alaskanative,251.60459900492387
2030,projected,Colorado,amerindian_alaskanative,256.7870211561801
2031,projected,Colorado,amerindian_alaskanative,253.5774734360629
2000,actual,Colorado,asian,1250
2001,actual,Colorado,asian,1442
2002,actual,Colorado,asian,1397
2003,actual,Colorado,asian,1597
2004,actual,Colorado,asian,1528
2005,actual,Colorado,asian,1617
2006,actual,Colorado,asian,1635
2007,actual,Colorado,asian,1617
2008,actual,Colorado,asian,1738
2009,actual,Colorado,asian,1810
2010,actual,Colorado,asian,1601.9555770939514
2011,projected,Colorado,asian,1805.990384382154
2012,projected,Colorado,asian,1983.2367534826594
2013,projected,Colorado,asian,2015.8854906213116
2014,projected,Colorado,asian,2001.9499467007383
2015,projected,Colorado,asian,1985.3166446382506
2016,projected,Colorado,asian,1970.3075768872368
2017,projected,Colorado,asian,2078.197044390635
2018,projected,Colorado,asian,2108.6045732886987
2019,projected,Colorado,asian,2189.834282387309
2020,projected,Colorado,asian,2207.1875020823195
2021,projected,Colorado,asian,2126.233365556616
2022,projected,Colorado,asian,2167.753110517705
2023,projected,Colorado,asian,1994.985242043556
2024,projected,Colorado,asian,1978.6350781274605
2025,projected,Colorado,asian,2056.3297831723544
2026,projected,Colorado,asian,2153.5700739862673
2027,projected,Colorado,asian,2155.556423575248
2028,projected,Colorado,asian,2105.172044105214
2029,projected,Colorado,asian,2323.0366052659106
2030,projected,Colorado,asian,2338.8202628125077
2031,projected,Colorado,asian,2481.53193149252
2000,actual,Connecticut,grand_total,35514
2001,actual,Connecticut,grand_total,38205
2002,actual,Connecticut,grand_total,40296
2003,actual,Connecticut,grand_total,40537
2004,actual,Connecticut,grand_total,41104
2005,actual,Connecticut,grand_total,41210
2006,actual,Connecticut,grand_total,43558
2007,actual,Connecticut,grand_total,44099
2008,actual,Connecticut,grand_total,41201
2009,actual,Connecticut,grand_total,40996
2010,actual,Connecticut,grand_total,44813
2011,projected,Connecticut,grand_total,44495.33637932892
2012,projected,Connecticut,grand_total,44365.05747749087
2013,projected,Connecticut,grand_total,42968.460646231804
2014,projected,Connecticut,grand_total,41955.87011337938
2015,projected,Connecticut,grand_total,41580.311044205315
2016,projected,Connecticut,grand_total,41529.13504977433
2017,projected,Connecticut,grand_total,40782.821137351326
2018,projected,Connecticut,grand_total,40055.796065165545
2019,projected,Connecticut,grand_total,39050.19443792459
2020,projected,Connecticut,grand_total,39602.992040434874
2021,projected,Connecticut,grand_total,38497.19147331339
2022,projected,Connecticut,grand_total,37991.283192080446
2023,projected,Connecticut,grand_total,37585.88531468882
2024,projected,Connecticut,grand_total,37880.25338046015
2025,projected,Connecticut,grand_total,36798.478644609975
2026,projected,Connecticut,grand_total,35369.799828382536
2027,projected,Connecticut,grand_total,34245.56182854001
2028,projected,Connecticut,grand_total,33832.93885620401
2029,projected,Connecticut,grand_total,33201.358703842074
2030,projected,Connecticut,grand_total,32795.80376810528
2031,projected,Connecticut,grand_total,32968.28622104636
2000,actual,Connecticut,private_total,5126
2001,actual,Connecticut,private_total,5878
2002,actual,Connecticut,private_total,6629
2003,actual,Connecticut,private_total,5964
2004,actual,Connecticut,private_total,5589
2005,actual,Connecticut,private_total,4988
2006,actual,Connecticut,private_total,6017
2007,actual,Connecticut,private_total,5680
2008,actual,Connecticut,private_total,6233
2009,actual,Connecticut,private_total,6501
2010,actual,Connecticut,private_total,5959
2011,projected,Connecticut,private_total,5814.336379328914
2012,projected,Connecticut,private_total,5643.057477490865
2013,projected,Connecticut,private_total,5517.078748448673
2014,projected,Connecticut,private_total,5532.850739325
2015,projected,Connecticut,private_total,4744.9422271419335
2016,projected,Connecticut,private_total,4684.180363762518
2017,projected,Connecticut,private_total,4490.456467696354
2018,projected,Connecticut,private_total,4254.887943405799
2019,projected,Connecticut,private_total,4107.308858274228
2020,projected,Connecticut,private_total,3964.268298241016
2021,projected,Connecticut,private_total,3741.2038075250857
2022,projected,Connecticut,private_total,3503.637811000809
2023,projected,Connecticut,private_total,3782.859114472113
2024,projected,Connecticut,private_total,3776.9595249339122
2025,projected,Connecticut,private_total,3621.2227518504683
2026,projected,Connecticut,private_total,3459.933926489846
2027,projected,Connecticut,private_total,3348.2403581717404
2028,projected,Connecticut,private_total,3335.6825547069907
2029,projected,Connecticut,private_total,3270.1178034610693
2030,projected,Connecticut,private_total,3223.3796643609016
2031,projected,Connecticut,private_total,3238.026835387607
2000,actual,Connecticut,public_total,30388
2001,actual,Connecticut,public_total,32327
2002,actual,Connecticut,public_total,33667
2003,actual,Connecticut,public_total,34573
2004,actual,Connecticut,public_total,35515
2005,actual,Connecticut,public_total,36222
2006,actual,Connecticut,public_total,37541
2007,actual,Connecticut,public_total,38419
2008,actual,Connecticut,public_total,34968
2009,actual,Connecticut,public_total,34495
2010,actual,Connecticut,public_total,38854
2011,projected,Connecticut,public_total,38681
2012,projected,Connecticut,public_total,38722
2013,projected,Connecticut,public_total,37451.38189778313
2014,projected,Connecticut,public_total,36423.01937405438
2015,projected,Connecticut,public_total,36835.36881706338
2016,projected,Connecticut,public_total,36844.95468601181
2017,projected,Connecticut,public_total,36292.36466965497
2018,projected,Connecticut,public_total,35800.90812175975
2019,projected,Connecticut,public_total,34942.88557965036
2020,projected,Connecticut,public_total,35638.723742193855
2021,projected,Connecticut,public_total,34755.9876657883
2022,projected,Connecticut,public_total,34487.64538107964
2023,projected,Connecticut,public_total,33803.02620021671
2024,projected,Connecticut,public_total,34103.29385552624
2025,projected,Connecticut,public_total,33177.25589275951
2026,projected,Connecticut,public_total,31909.865901892692
2027,projected,Connecticut,public_total,30897.321470368275
2028,projected,Connecticut,public_total,30497.25630149702
2029,projected,Connecticut,public_total,29931.240900381006
2030,projected,Connecticut,public_total,29572.424103744383
2031,projected,Connecticut,public_total,29730.25938565875
2000,actual,Connecticut,hispanic,2563
2001,actual,Connecticut,hispanic,2886
2002,actual,Connecticut,hispanic,3250
2003,actual,Connecticut,hispanic,3319
2004,actual,Connecticut,hispanic,3717
2005,actual,Connecticut,hispanic,3623
2006,actual,Connecticut,hispanic,4139
2007,actual,Connecticut,hispanic,4451
2008,actual,Connecticut,hispanic,3861
2009,actual,Connecticut,hispanic,4063
2010,actual,Connecticut,hispanic,5301
2011,projected,Connecticut,hispanic,5507
2012,projected,Connecticut,hispanic,5838
2013,projected,Connecticut,hispanic,5640.93861456513
2014,projected,Connecticut,hispanic,5845.259103451154
2015,projected,Connecticut,hispanic,6191.051660150276
2016,projected,Connecticut,hispanic,6403.189220455622
2017,projected,Connecticut,hispanic,6515.886164755296
2018,projected,Connecticut,hispanic,6695.638641418938
2019,projected,Connecticut,hispanic,6841.177919318313
2020,projected,Connecticut,hispanic,7158.450009220725
2021,projected,Connecticut,hispanic,7347.350591410447
2022,projected,Connecticut,hispanic,7774.249359066625
2023,projected,Connecticut,hispanic,8082.306782868185
2024,projected,Connecticut,hispanic,8522.873807772006
2025,projected,Connecticut,hispanic,8344.185335436649
2026,projected,Connecticut,hispanic,8271.684763020181
2027,projected,Connecticut,hispanic,7929.678960081835
2028,projected,Connecticut,hispanic,8070.737176457092
2029,projected,Connecticut,hispanic,7649.099997068866
2030,projected,Connecticut,hispanic,7900.242570150222
2031,projected,Connecticut,hispanic,7824.583123060104
2000,actual,Connecticut,white,23429
2001,actual,Connecticut,white,24721
2002,actual,Connecticut,white,25308
2003,actual,Connecticut,white,26130
2004,actual,Connecticut,white,26482
2005,actual,Connecticut,white,27047
2006,actual,Connecticut,white,27384
2007,actual,Connecticut,white,27782
2008,actual,Connecticut,white,25561
2009,actual,Connecticut,white,24787
2010,actual,Connecticut,white,27038.780302559735
2011,projected,Connecticut,white,26656.128787351037
2012,projected,Connecticut,white,26188.03196195107
2013,projected,Connecticut,white,25397.4805190467
2014,projected,Connecticut,white,24123.404216338906
2015,projected,Connecticut,white,23999.914051961612
2016,projected,Connecticut,white,23731.29681611979
2017,projected,Connecticut,white,23094.8368787378
2018,projected,Connecticut,white,22679.14141105997
2019,projected,Connecticut,white,21622.944466322802
2020,projected,Connecticut,white,22032.55278951296
2021,projected,Connecticut,white,21016.21738745549
2022,projected,Connecticut,white,20434.18713187926
2023,projected,Connecticut,white,19524.95184940684
2024,projected,Connecticut,white,19292.4326686359
2025,projected,Connecticut,white,18543.74406911592
2026,projected,Connecticut,white,17590.048938982334
2027,projected,Connecticut,white,16995.919405902663
2028,projected,Connecticut,white,16544.02139733384
2029,projected,Connecticut,white,16356.4426402298
2030,projected,Connecticut,white,15929.16023814149
2031,projected,Connecticut,white,16100.605424098114
2000,actual,Connecticut,black,3369
2001,actual,Connecticut,black,3617
2002,actual,Connecticut,black,3952
2003,actual,Connecticut,black,3896
2004,actual,Connecticut,black,4051
2005,actual,Connecticut,black,4184
2006,actual,Connecticut,black,4689
2007,actual,Connecticut,black,4775
2008,actual,Connecticut,black,4221
2009,actual,Connecticut,black,4226
2010,actual,Connecticut,black,4921.917134348502
2011,projected,Connecticut,black,4769.536302765787
2012,projected,Connecticut,black,4823.436668204322
2013,projected,Connecticut,black,4588.350403735915
2014,projected,Connecticut,black,4537.664904142963
2015,projected,Connecticut,black,4558.643867966335
